City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ebaye,8.7748,167.7392,78.82,89,0,10.36,MH,1682612661
365,kharan,28.5833,65.4167,82.47,23,69,12.62,PK,1682612662
366,magadan,59.5667,150.8,27.54,78,4,8.95,RU,1682612663
367,nuuk,64.1835,-51.7216,38.01,81,20,13.8,GL,1682612664
368,coquimbo,-29.9533,-71.3436,58.73,82,100,8.05,CL,1682612651
369,mubi,10.2676,13.2644,100.13,14,96,2.89,NG,1682612668
370,kununurra,-15.7667,128.7333,75.18,88,43,0.0,AU,1682612669
371,bintulu,3.1667,113.0333,79.21,94,20,0.0,MY,1682612671
372,makarov,48.6333,142.8,34.47,71,2,6.31,RU,1682612672
373,as sulayyil,20.4607,45.5779,89.85,18,11,4.83,SA,1682612673
374,dul'durga,50.6761,113.5931,36.19,48,100,7.4,RU,1682612674
375,oodweyne,9.4092,45.064,77.76,60,99,14.97,SO,1682612676
376,chonchi,-42.6128,-73.8092,51.12,92,100,2.42,CL,1682612677
377,uliastay,47.7417,96.8444,25.11,51,33,1.88,MN,1682612678
378,mumford,5.2618,-0.759,83.64,77,100,17.63,GH,1682612680
379,pitogo,13.7847,122.0881,77.52,85,0,7.02,PH,1682612681
380,nuku'alofa,-21.1333,-175.2,77.34,94,75,13.8,TO,1682612682
381,yigo village,13.5361,144.8886,79.92,82,75,19.57,GU,1682612683
382,st. john's,47.5649,-52.7093,43.68,82,100,15.99,CA,1682612551
383,newman,37.3138,-121.0208,73.24,54,25,1.99,US,1682612686
384,dolores,-36.3132,-57.6792,71.01,38,40,4.7,AR,1682612467
385,pak chong,14.708,101.4161,80.82,67,53,3.29,TH,1682612688
386,iron river,46.0927,-88.6423,52.56,92,100,9.53,US,1682612690
387,bordj ghdir,35.9011,4.8981,79.72,14,8,7.85,DZ,1682612691
388,prineville,44.2999,-120.8345,64.62,53,0,0.0,US,1682612589
389,hailey,43.5196,-114.3153,52.9,53,0,4.61,US,1682612693
390,al hasakah,36.5024,40.7477,75.85,26,76,9.01,SY,1682612695
391,nova vicosa,-17.8919,-39.3719,84.49,62,1,7.81,BR,1682612696
392,mocajuba,-2.5842,-49.5072,75.06,97,100,1.61,BR,1682612697
393,villamontes,-21.25,-63.5,74.64,73,100,0.0,BO,1682612698
394,arkhangel'sk,64.5401,40.5433,42.91,49,0,8.95,RU,1682612700
395,kansk,56.2017,95.7175,38.39,97,100,5.91,RU,1682612701
396,tianjin,39.1422,117.1767,58.95,94,100,13.42,CN,1682612550
397,barra de santo antonio,-9.4047,-35.5072,79.88,74,26,8.16,BR,1682612703
398,bouna,9.2667,-3.0,94.95,35,100,4.79,CI,1682612705
399,mangrol,21.1167,70.1167,79.92,81,27,9.33,IN,1682612706
400,port lincoln,-34.7333,135.8667,61.45,80,76,21.05,AU,1682612707
401,saraburi,14.6084,100.9682,88.12,64,43,5.19,TH,1682612708
402,alofi,-19.0595,-169.9187,75.09,88,100,8.05,NU,1682612710
403,batie,9.8833,-2.9167,92.84,35,88,2.68,BF,1682612711
404,piti village,13.4626,144.6933,81.48,83,20,11.5,GU,1682612712
405,san pedro pochutla,15.7333,-96.4667,87.71,46,59,7.52,MX,1682612713
406,conception bay south,47.4999,-52.9981,43.45,79,8,16.26,CA,1682612716
407,cockburn town,21.4612,-71.1419,78.31,74,89,5.55,TC,1682612455
408,esil,51.9556,66.4042,65.97,34,91,7.92,KZ,1682612719
409,pechora,65.1472,57.2244,27.88,88,98,15.28,RU,1682612720
410,edson,53.5835,-116.4356,46.54,36,0,13.8,CA,1682612721
411,fort st. john,56.2499,-120.8529,42.69,49,75,17.27,CA,1682612679
412,nefteyugansk,61.0998,72.6035,39.54,100,100,5.32,RU,1682612724
413,yarmouth,41.7057,-70.2286,55.96,74,75,9.22,US,1682612725
414,tongshan,34.1805,117.1571,59.0,82,0,5.66,CN,1682612726
415,petoskey,45.3733,-84.9553,50.31,62,100,4.61,US,1682612455
416,sangmelima,2.9333,11.9833,74.34,91,99,2.75,CM,1682612729
417,flying fish cove,-10.4217,105.6791,80.44,84,69,16.17,CX,1682612730
418,ban mai,7.2041,100.5451,78.89,78,100,9.04,TH,1682612731
419,sitka,57.0531,-135.33,40.89,81,100,13.8,US,1682612732
420,arua,3.0201,30.9111,69.89,82,73,5.48,UG,1682612705
421,daltonganj,24.0333,84.0667,82.36,31,27,4.5,IN,1682612735
422,nola,40.922,14.5329,68.41,62,76,6.51,IT,1682612736
423,chui,-33.6971,-53.4616,75.16,50,0,8.93,UY,1682612738
424,ventnor,50.5948,-1.2037,52.45,94,100,14.0,GB,1682612739
425,pahrump,36.2083,-115.9839,75.31,19,11,1.01,US,1682612740
426,lazaro cardenas,17.9583,-102.2,82.83,55,66,3.91,MX,1682612741
427,webster city,42.4694,-93.816,64.81,34,0,19.57,US,1682612742
428,majene,-3.5403,118.9707,78.42,89,100,3.33,ID,1682612744
429,caleta de carquin,-11.0925,-77.6267,77.54,74,65,8.57,PE,1682612745
430,kingaroy,-26.5333,151.8333,56.68,97,38,4.45,AU,1682612747
431,tindouf,27.6711,-8.1474,104.45,6,20,4.61,DZ,1682612748
432,lionel town,17.8101,-77.2406,86.32,54,44,10.45,JM,1682612749
433,castillos,-34.1667,-53.8333,73.65,56,0,8.7,UY,1682612750
434,macapa,0.0389,-51.0664,84.18,79,75,6.91,BR,1682612752
435,eyl,7.9803,49.8164,85.03,73,42,10.63,SO,1682612753
436,usinsk,65.9939,57.5281,25.48,87,57,18.52,RU,1682612754
437,buala,-8.145,159.5921,79.75,81,8,1.66,SB,1682612756
438,saint-pierre,-21.3393,55.4781,74.88,73,0,6.91,RE,1682612757
439,acarau,-2.8856,-40.12,77.32,85,100,7.61,BR,1682612610
440,aragarcas,-15.8975,-52.2508,90.25,55,40,0.81,BR,1682612759
441,banjar,-8.19,114.9675,77.92,91,88,2.08,ID,1682612761
442,aginskoye,51.1,114.53,40.35,38,100,11.92,RU,1682612762
443,nema,57.5067,50.5011,52.7,87,70,5.7,RU,1682612763
444,chu,43.5983,73.7614,62.67,27,0,8.72,KZ,1682612765
445,nieuw amsterdam,5.8833,-55.0833,87.82,66,40,5.75,SR,1682612766
446,kaindy,42.8247,73.6759,60.42,43,8,5.53,KG,1682612769
447,gamba,-2.65,10.0,82.2,74,96,8.52,GA,1682612770
448,fale old settlement,-9.3852,-171.2468,82.99,74,100,10.22,TK,1682612771
449,langarud,37.197,50.1535,66.25,91,1,4.9,IR,1682612772
450,sao gabriel,-30.3364,-54.32,75.4,50,10,6.08,BR,1682612774
451,arraial do cabo,-22.9661,-42.0278,82.36,74,0,11.5,BR,1682612775
452,houma,29.5958,-90.7195,69.8,94,100,12.66,US,1682612532
453,paita,-5.0892,-81.1144,81.1,69,52,8.34,PE,1682612778
454,tacuarembo,-31.7333,-55.9833,76.24,43,3,3.96,UY,1682612666
455,owando,-0.4819,15.8999,80.04,76,96,2.24,CG,1682612781
456,la sarre,48.8002,-79.1996,40.77,69,97,9.48,CA,1682612783
457,khandyga,62.6667,135.6,19.18,98,34,0.47,RU,1682612784
458,ugoofaaru,5.6667,73.0,84.38,75,21,6.53,MV,1682612785
459,recani,31.2846,-4.2688,95.79,7,84,8.52,MA,1682612789
460,polyarnyy,69.1989,33.4478,35.02,86,37,16.26,RU,1682612790
461,bahir dar,11.5936,37.3908,68.65,68,82,1.79,ET,1682612791
462,olyokminsk,60.3736,120.4264,26.28,93,46,1.63,RU,1682612792
463,anna regina,7.2644,-58.5077,80.22,82,99,5.28,GY,1682612794
464,yemva,62.59,50.8594,33.19,72,42,10.27,RU,1682612613
465,eisenstadt,47.8457,16.5233,59.94,33,89,2.19,AT,1682612796
466,boundiali,9.5217,-6.4869,102.31,17,43,3.44,CI,1682612797
467,hafar al-batin,28.4328,45.9708,86.58,28,0,4.61,SA,1682612799
468,kismayo,-0.3582,42.5454,81.84,77,99,15.08,SO,1682612800
469,saynshand,44.8824,110.1163,40.3,18,53,16.24,MN,1682612803
470,egilsstadir,65.2653,-14.3948,30.11,64,75,13.8,IS,1682612804
471,puttalam,8.0362,79.8283,83.12,78,100,4.68,LK,1682612805
472,pandan,14.0453,124.1694,79.66,84,11,8.25,PH,1682612807
473,plastun,44.7561,136.2939,43.83,64,60,4.25,RU,1682612808
474,aljustrel,37.8776,-8.1652,94.87,15,89,16.84,PT,1682612809
475,fort-shevchenko,44.5086,50.263,63.45,64,2,8.99,KZ,1682612810
476,mooloolaba,-26.6833,153.1167,66.31,95,83,1.01,AU,1682612812
477,villa luvianos,18.9167,-100.4,81.32,14,53,5.01,MX,1682612813
478,arzgir,45.3728,44.2206,64.69,66,59,15.73,RU,1682612814
479,east london,-33.0153,27.9116,70.74,73,0,12.66,ZA,1682612815
480,kambar,27.5868,68.001,87.91,25,81,8.08,PK,1682612816
481,shillong,25.5689,91.8831,63.99,59,92,2.73,IN,1682612818
482,schiffdorf,53.5333,8.65,54.14,70,95,7.47,DE,1682612819
483,neryungri,56.6709,124.6491,13.06,91,19,3.24,RU,1682612820
484,taishan,22.2514,112.7799,71.76,90,98,2.64,CN,1682612821
485,pirallahi,40.4723,50.333,60.94,79,3,12.33,AZ,1682612823
486,ciudad acuna,29.3232,-100.9522,73.31,39,0,14.97,MX,1682612824
487,tvoroyri,61.5556,-6.8111,37.87,95,100,17.67,FO,1682612825
488,karoi,-16.8099,29.6925,68.11,48,54,5.91,ZW,1682612826
489,saint-denis,48.9167,2.3333,65.23,62,100,10.36,FR,1682612828
490,tezu,27.9167,96.1667,75.61,47,87,4.74,IN,1682612829
491,hotan,37.0997,79.9269,61.34,39,99,5.91,CN,1682612830
492,kavaratti,10.5669,72.642,83.75,67,37,4.21,IN,1682612832
493,las vegas,36.175,-115.1372,78.82,18,0,3.44,US,1682612579
494,revda,56.801,59.9303,56.43,64,85,9.44,RU,1682612834
495,shimoda,34.6667,138.95,57.11,71,100,7.14,JP,1682612838
496,ndende,-2.4008,11.3581,84.2,71,98,1.72,GA,1682612839
497,portland,45.5234,-122.6762,61.56,72,75,4.61,US,1682612648
498,dubbo,-32.25,148.6167,55.53,71,0,12.66,AU,1682612842
499,beaufort,5.3473,115.7455,76.55,95,97,2.93,MY,1682612691
500,nouadhibou,20.931,-17.0347,71.58,68,0,20.71,MR,1682612844
501,aban,56.67,96.06,35.2,99,100,4.07,RU,1682612845
502,iquique,-20.2208,-70.1431,73.44,65,0,9.24,CL,1682612846
503,bayanhongor,46.7167,100.1167,21.33,46,5,5.61,MN,1682612848
504,biryusinsk,55.9634,97.8235,34.92,99,100,4.88,RU,1682612849
505,chadron,42.8294,-102.9999,60.96,44,40,4.61,US,1682612850
506,margate,51.3813,1.3862,55.9,68,93,3.0,GB,1682612589
507,aigues-mortes,43.5698,4.1871,69.03,72,0,9.22,FR,1682612853
508,xilin hot,43.9667,116.0333,44.06,17,89,2.35,CN,1682612854
509,tayshet,55.9342,98.0044,34.65,99,100,4.85,RU,1682612855
510,fujin,47.26,132.0322,46.87,45,99,1.74,CN,1682612856
511,wynyard,-41.0,145.7167,58.98,99,72,5.59,AU,1682612858
512,nguigmi,14.2495,13.1092,97.03,13,89,6.29,NE,1682612859
513,antsiranana,-12.2787,49.2917,79.38,79,45,15.14,MG,1682612860
514,burhanpur,21.3,76.2333,85.35,46,89,2.91,IN,1682612862
515,at taj,24.2049,23.2857,91.45,9,0,13.78,LY,1682612863
516,bardai,11.65,7.2333,92.77,25,85,7.16,NG,1682612864
517,san fernando de apure,7.8878,-67.4724,93.07,45,22,5.19,VE,1682612865
518,kidal,18.4411,1.4078,101.64,4,0,9.26,ML,1682612867
519,gillette,44.2911,-105.5022,52.03,56,75,24.16,US,1682612868
520,abepura,-2.6333,140.5833,77.81,83,20,3.44,ID,1682612869
521,arrifes,37.7667,-25.7,64.65,82,20,14.97,PT,1682612870
522,bereeda,11.8704,51.0579,86.49,67,48,7.63,SO,1682612872
523,brookings,44.3114,-96.7984,62.94,39,40,17.27,US,1682612873
524,greymouth,-42.4667,171.2,48.02,91,10,5.75,NZ,1682612874
525,kudahuvadhoo,2.6708,72.8944,84.51,73,98,5.77,MV,1682612875
526,puerto san jose,13.9256,-90.8244,87.42,58,63,3.4,GT,1682612876
527,mahibadhoo,3.7833,72.9667,83.95,75,100,6.69,MV,1682612878
528,dryden,49.7833,-92.7503,37.69,93,100,5.75,CA,1682612879
529,fomboni,-12.28,43.7425,81.52,79,98,13.4,KM,1682612880
530,bikenibeu village,1.3673,173.1241,82.36,74,20,10.36,KI,1682612882
531,al kharijah,25.4514,30.5464,88.92,13,0,12.5,EG,1682612883
532,port-gentil,-0.7193,8.7815,85.96,74,20,6.91,GA,1682612885
533,mejit,10.2753,170.8646,80.38,82,96,15.84,MH,1682612886
534,port macquarie,-31.4333,152.9167,59.9,92,51,5.41,AU,1682612611
535,villa gesell,-37.2639,-56.973,65.05,63,35,5.88,AR,1682612888
536,tabuk,17.4189,121.4443,76.03,87,66,1.7,PH,1682612889
537,sarupathar,26.1984,93.8094,77.38,49,55,1.16,IN,1682612635
538,porbandar,21.6422,69.6093,80.67,76,25,10.78,IN,1682612892
539,cumaral,4.2708,-73.4867,80.85,76,69,3.58,CO,1682612893
540,beyla,8.6833,-8.6333,95.25,23,50,2.73,GN,1682612894
541,myitkyina,25.3833,97.4,78.21,38,35,2.89,MM,1682612622
542,ust'-uda,54.1742,103.0304,25.02,94,80,1.81,RU,1682612897
543,pangkalanbuun,-2.6833,111.6167,75.52,97,99,0.65,ID,1682612898
544,hasaki,35.7333,140.8333,57.22,67,94,16.37,JP,1682612899
545,san fernando,15.0286,120.6898,80.33,72,5,3.6,PH,1682612901
546,tateyama,34.9833,139.8667,63.81,70,100,17.27,JP,1682612902
547,douz,33.4663,9.0203,92.59,13,0,1.86,TN,1682612903
548,merowe,18.4833,31.8167,97.95,8,93,14.76,SD,1682612904
549,skole,49.0372,23.5135,45.37,56,96,5.46,UA,1682612907
550,luba,3.4568,8.5547,82.29,83,100,5.32,GQ,1682612908
551,harstad,68.799,16.5293,43.81,97,99,7.0,NO,1682612910
552,la peca,-5.6111,-78.435,74.3,76,100,2.42,PE,1682612911
553,znamenskoye,57.1281,73.8282,61.9,49,100,8.7,RU,1682612912
554,vila franca do campo,37.7167,-25.4333,66.61,76,100,14.76,PT,1682612914
555,kavieng,-2.5744,150.7967,81.88,80,14,6.85,PG,1682612915
556,hirara,24.8,125.2833,71.87,88,75,5.75,JP,1682612916
557,chabahar,25.2919,60.643,80.87,71,2,6.08,IR,1682612917
558,idri,27.5,13.2667,94.46,7,0,10.11,LY,1682612919
559,krasnoarmeysk,51.0239,45.6969,61.27,46,92,4.18,RU,1682612920
560,nagqu,31.5,92.0,32.74,72,89,8.99,CN,1682612921
561,vorkuta,67.5,64.0,20.52,89,67,15.37,RU,1682612922
562,kangding,30.0513,101.9603,48.31,97,97,4.76,CN,1682612924
563,okhotsk,59.3833,143.3,26.28,91,91,9.6,RU,1682612925
564,mariestad,58.7097,13.8237,46.38,71,72,9.8,SE,1682612926
565,keren,15.7778,38.4581,79.72,42,49,5.82,ER,1682612927
